name,busNumber,startTime_iso,startTime_unix,endTime_iso,endTime_unix,drivenDistance,busRoute,energyConsumption,itcs_numberOfPassengers_mean,itcs_numberOfPassengers_min,itcs_numberOfPassengers_max,status_gridIsAvailable_mean,temperature_ambient_mean,temperature_ambient_min,temperature_ambient_max
"B183_2021-05-08_05-13-22_2021-05-08_22-11-38",183,"2021-05-08T05:13:22Z",1620450802,"2021-05-08T22:11:38Z",1620511898,292304.4,"46",1.472373e+09,14.475,0,51,0.98432,289.7647,280.15,295.15
"B183_2021-05-09_03-06-04_2021-05-09_23-07-46",183,"2021-05-09T03:06:04Z",1620529564,"2021-05-09T23:07:46Z",1620601666,364999.4,"46",1.90945e+09,11.03207,0,52,0.9992927,294.011,281.15,302.15
"B183_2021-05-10_03-12-02_2021-05-10_14-17-22",183,"2021-05-10T03:12:02Z",1620616322,"2021-05-10T14:17:22Z",1620656242,157028.2,"31",8.008924e+08,18.40054,0,41,0.8124295,294.0529,291.15,297.15
"B183_2021-05-14_13-58-05_2021-05-14_18-15-08",183,"2021-05-14T13:58:05Z",1621000685,"2021-05-14T18:15:08Z",1621016108,62925.77,"83",3.992664e+08,16.21094,0,41,0.4459284,288.4178,286.15,294.15
"B183_2021-05-15_05-38-56_2021-05-15_18-30-40",183,"2021-05-15T05:38:56Z",1621057136,"2021-05-15T18:30:40Z",1621103440,188903.2,"83",1.113356e+09,9.169762,0,25,0.5456862,286.4183,282.15,292.15
"B183_2021-05-16_02-46-13_2021-05-16_20-51-40",183,"2021-05-16T02:46:13Z",1621133173,"2021-05-16T20:51:40Z",1621198300,297003.6,"33",1.739285e+09,12.16999,0,37,0.9310117,285.4098,281.15,289.15
"B183_2021-05-17_03-07-01_2021-05-17_18-35-01",183,"2021-05-17T03:07:01Z",1621220821,"2021-05-17T18:35:01Z",1621276501,263495.6,"46",1.568781e+09,15.6879,0,63,0.984501,285.1774,280.15,291.15
"B183_2021-05-18_04-23-09_2021-05-18_07-33-23",183,"2021-05-18T04:23:09Z",1621311789,"2021-05-18T07:33:23Z",1621323203,48306.14,"83",2.935263e+08,15.28866,0,41,0.4388962,284.0766,282.15,293.15
"B183_2021-05-18_13-58-55_2021-05-18_18-10-34",183,"2021-05-18T13:58:55Z",1621346335,"2021-05-18T18:10:34Z",1621361434,62921.88,"83",3.000326e+08,17.21875,0,50,0.3989404,290.2041,288.15,293.15
"B183_2021-05-19_03-31-51_2021-05-19_07-53-54",183,"2021-05-19T03:31:51Z",1621395111,"2021-05-19T07:53:54Z",1621410834,62855.84,"83",3.693872e+08,13.1875,0,42,0.4877258,283.6605,281.15,292.15
"B183_2021-05-19_13-41-32_2021-05-19_18-02-38",183,"2021-05-19T13:41:32Z",1621431692,"2021-05-19T18:02:38Z",1621447358,63248.35,"83",4.007122e+08,18.07812,1,75,0.4001404,284.814,280.15,293.15
"B183_2021-05-20_04-04-05_2021-05-20_17-21-17",183,"2021-05-20T04:04:05Z",1621483445,"2021-05-20T17:21:17Z",1621531277,198543,"83",1.131722e+09,14.3575,0,56,0.5176343,286.6709,281.15,292.15
"B183_2021-05-21_03-54-37_2021-05-21_18-50-37",183,"2021-05-21T03:54:37Z",1621569277,"2021-05-21T18:50:37Z",1621623037,224073.8,"83",1.38092e+09,13.7548,0,58,0.4878629,286.129,283.15,291.15
"B183_2021-05-22_03-32-33_2021-05-22_18-22-39",183,"2021-05-22T03:32:33Z",1621654353,"2021-05-22T18:22:39Z",1621707759,241087.6,"33",1.25283e+09,11.81211,0,39,0.886719,288.3738,281.15,293.15
"B183_2021-05-25_13-19-16_2021-05-25_18-41-03",183,"2021-05-25T13:19:16Z",1621948756,"2021-05-25T18:41:03Z",1621968063,77370.23,"83",3.59054e+08,14.45912,0,48,0.4524032,290.5052,288.15,293.15
"B183_2021-05-26_04-09-35_2021-05-26_07-34-27",183,"2021-05-26T04:09:35Z",1622002175,"2021-05-26T07:34:27Z",1622014467,48290.93,"83",2.327536e+08,13.76289,0,71,0.4884894,287.5058,286.15,293.15
"B183_2021-05-26_13-30-18_2021-05-26_18-35-12",183,"2021-05-26T13:30:18Z",1622035818,"2021-05-26T18:35:12Z",1622054112,77370.77,"83",3.715787e+08,16.13836,0,57,0.4286417,289.0014,288.15,294.15
"B183_2021-05-27_03-09-43_2021-05-27_17-29-12",183,"2021-05-27T03:09:43Z",1622084983,"2021-05-27T17:29:12Z",1622136552,203154.3,"72",1.306758e+09,20.96428,0,66,0.7944735,285.0001,282.15,294.15
"B183_2021-05-28_03-59-45_2021-05-28_07-58-48",183,"2021-05-28T03:59:45Z",1622174385,"2021-05-28T07:58:48Z",1622188728,62529.34,"83",3.63815e+08,14.23846,1,39,0.503695,284.5104,281.15,292.15
"B183_2021-05-28_08-09-32_2021-05-28_17-25-08",183,"2021-05-28T08:09:32Z",1622189372,"2021-05-28T17:25:08Z",1622222708,135694.2,"83",6.642314e+08,13.54737,0,58,0.5173831,294.3998,288.15,298.15
"B183_2021-05-29_03-04-57_2021-05-29_18-41-56",183,"2021-05-29T03:04:57Z",1622257497,"2021-05-29T18:41:56Z",1622313716,228296.3,"72",1.192984e+09,20.79293,1,54,0.7112594,291.4098,286.15,296.15
"B183_2021-05-31_04-09-46_2021-05-31_09-19-14",183,"2021-05-31T04:09:46Z",1622434186,"2021-05-31T09:19:14Z",1622452754,75071.66,"83",3.88783e+08,13.84615,1,64,0.5204911,287.927,285.15,293.15
"B183_2021-06-01_03-52-13_2021-06-01_07-12-17",183,"2021-06-01T03:52:13Z",1622519533,"2021-06-01T07:12:17Z",1622531537,46730.87,"83",2.148256e+08,17.68293,0,78,0.5218659,287.8565,286.15,293.9434
"B183_2021-06-01_13-31-06_2021-06-01_18-33-34",183,"2021-06-01T13:31:06Z",1622554266,"2021-06-01T18:33:34Z",1622572414,77255.64,"83",4.253814e+08,13.50943,0,46,0.3450328,299.3237,295.15,301.15
"B183_2021-06-02_04-20-15_2021-06-02_08-40-39",183,"2021-06-02T04:20:15Z",1622607615,"2021-06-02T08:40:39Z",1622623239,56956.59,"83",2.989793e+08,14.78788,1,39,0.477248,291.4459,288.15,296.15
"B183_2021-06-04_04-12-54_2021-06-04_18-11-39",183,"2021-06-04T04:12:54Z",1622779974,"2021-06-04T18:11:39Z",1622830299,203714,"83",1.074456e+09,15.71078,0,51,0.511664,295.8736,292.15,300.15
"B183_2021-06-05_03-39-36_2021-06-05_22-41-22",183,"2021-06-05T03:39:36Z",1622864376,"2021-06-05T22:41:22Z",1622932882,292486.4,"31",1.56184e+09,19.20238,0,65,0.996774,290.5909,287.15,293.15
"B183_2021-06-07_04-05-00_2021-06-07_07-11-52",183,"2021-06-07T04:05:00Z",1623038700,"2021-06-07T07:11:52Z",1623049912,43296.63,"83",2.478447e+08,17.35227,0,47,0.4591991,289.6984,288.15,294.15
"B183_2021-06-07_13-15-30_2021-06-07_18-25-10",183,"2021-06-07T13:15:30Z",1623071730,"2021-06-07T18:25:10Z",1623090310,77392.02,"83",3.888934e+08,13.04861,0,45,0.4428179,291.2179,288.201,294.15
"B183_2021-06-08_04-16-39_2021-06-08_18-03-15",183,"2021-06-08T04:16:39Z",1623125799,"2021-06-08T18:03:15Z",1623175395,203333.3,"83",1.020142e+09,16.32076,1,58,0.5063715,293.707,289.15,298.15
"B183_2021-06-09_04-06-58_2021-06-09_07-10-50",183,"2021-06-09T04:06:58Z",1623211618,"2021-06-09T07:10:50Z",1623222650,43223.38,"83",1.948872e+08,16.88636,0,67,0.5206199,290.1782,289.15,294.15
"B183_2021-06-09_13-48-54_2021-06-09_18-12-01",183,"2021-06-09T13:48:54Z",1623246534,"2021-06-09T18:12:01Z",1623262321,62864.28,"83",3.074898e+08,16.67969,0,53,0.4428047,295.2172,294.15,296.15
"B183_2021-06-10_04-14-36_2021-06-10_07-16-33",183,"2021-06-10T04:14:36Z",1623298476,"2021-06-10T07:16:33Z",1623309393,45857.45,"83",2.171948e+08,16.8913,1,50,0.4900165,290.4625,288.15,293.15
"B183_2021-06-10_13-20-59_2021-06-10_18-31-34",183,"2021-06-10T13:20:59Z",1623331259,"2021-06-10T18:31:34Z",1623349894,77298.12,"83",4.304814e+08,16.8239,0,73,0.3963297,299.3723,297.15,301.15
"B183_2021-06-11_13-15-29_2021-06-11_18-26-09",183,"2021-06-11T13:15:29Z",1623417329,"2021-06-11T18:26:09Z",1623435969,77256.72,"83",4.267751e+08,13.77359,0,42,0.4256209,300.8055,297.15,302.15
"B183_2021-06-14_14-00-15_2021-06-14_18-10-22",183,"2021-06-14T14:00:15Z",1623679215,"2021-06-14T18:10:22Z",1623694222,62855.7,"83",3.439388e+08,19.49219,0,81,0.3400413,302.1664,298.15,303.15
"B183_2021-06-15_03-47-51_2021-06-15_07-50-44",183,"2021-06-15T03:47:51Z",1623728871,"2021-06-15T07:50:44Z",1623743444,62801.19,"83",2.972355e+08,17.27344,1,58,0.4055167,293.2559,291.15,297.15
"B183_2021-06-17_13-48-50_2021-06-17_18-10-29",183,"2021-06-17T13:48:50Z",1623937730,"2021-06-17T18:10:29Z",1623953429,62747.2,"83",3.787605e+08,15.22656,0,45,0.4499363,305.1169,300.15,307.15
"B183_2021-06-21_03-48-04_2021-06-21_07-49-14",183,"2021-06-21T03:48:04Z",1624247284,"2021-06-21T07:49:14Z",1624261754,62752.38,"83",2.994428e+08,12.07812,1,37,0.4566374,293.0935,292.15,296.15
"B183_2021-06-21_13-52-21_2021-06-21_20-33-28",183,"2021-06-21T13:52:21Z",1624283541,"2021-06-21T20:33:28Z",1624307608,105334.9,"32",4.96986e+08,17.03463,0,58,0.9282449,296.7059,291.15,302.15
"B183_2021-06-22_02-59-51_2021-06-22_06-56-42",183,"2021-06-22T02:59:51Z",1624330791,"2021-06-22T06:56:42Z",1624345002,69039.14,"46",3.079651e+08,9.95625,0,28,0.9779764,291.6238,291.15,294.15
"B183_2021-06-22_15-21-25_2021-06-22_22-35-29",183,"2021-06-22T15:21:25Z",1624375285,"2021-06-22T22:35:29Z",1624401329,108730.1,"72",5.106216e+08,16.84388,0,62,0.7778077,293.4498,291.15,297.15
"B183_2021-06-24_03-04-29_2021-06-24_18-17-14",183,"2021-06-24T03:04:29Z",1624503869,"2021-06-24T18:17:14Z",1624558634,244841.8,"33",1.324333e+09,17.86154,0,74,0.8501443,292.4525,287.15,298.15
"B183_2021-06-25_04-11-35_2021-06-25_18-10-07",183,"2021-06-25T04:11:35Z",1624594295,"2021-06-25T18:10:07Z",1624644607,203520.3,"83",9.681057e+08,15.30846,0,58,0.467414,293.4744,289.15,297.15
"B183_2021-06-28_03-53-33_2021-06-28_18-40-54",183,"2021-06-28T03:53:33Z",1624852413,"2021-06-28T18:40:54Z",1624905654,222885.6,"83",1.168967e+09,12.36461,0,60,0.4654596,297.7709,288.15,304.15
"B183_2021-06-29_04-18-36_2021-06-29_07-31-32",183,"2021-06-29T04:18:36Z",1624940316,"2021-06-29T07:31:32Z",1624951892,48263.51,"83",2.210031e+08,12.65979,0,65,0.3849875,291.9969,291.15,296.15
"B183_2021-06-29_13-40-14_2021-06-29_17-56-30",183,"2021-06-29T13:40:14Z",1624974014,"2021-06-29T17:56:30Z",1624989390,62870.83,"83",2.982516e+08,16.60156,0,65,0.4133446,292.2306,291.15,295.15
"B183_2021-06-30_03-58-59_2021-06-30_17-21-19",183,"2021-06-30T03:58:59Z",1625025539,"2021-06-30T17:21:19Z",1625073679,198214.5,"83",9.783909e+08,14.74217,0,54,0.5139694,292.0589,288.15,298.15
"B183_2021-07-01_03-55-26_2021-07-01_18-41-26",183,"2021-07-01T03:55:26Z",1625111726,"2021-07-01T18:41:26Z",1625164886,223034.5,"83",1.0934e+09,15.40725,0,78,0.4688587,292.316,288.15,296.15
"B183_2021-07-02_04-23-09_2021-07-02_07-32-53",183,"2021-07-02T04:23:09Z",1625199789,"2021-07-02T07:32:53Z",1625211173,48250.65,"83",2.100739e+08,13.64948,0,49,0.3851559,291.5294,291.15,294.15
"B183_2021-07-02_13-15-31_2021-07-02_18-27-02",183,"2021-07-02T13:15:31Z",1625231731,"2021-07-02T18:27:02Z",1625250422,77402.79,"83",4.346284e+08,13.81132,0,52,0.4231222,299.1591,295.15,301.15
"B183_2021-07-05_04-02-39_2021-07-05_07-05-49",183,"2021-07-05T04:02:39Z",1625457759,"2021-07-05T07:05:49Z",1625468749,45011.15,"83",2.395277e+08,16.08421,1,49,0.502593,290.5954,289.15,293.15
"B183_2021-07-06_03-59-54_2021-07-06_13-00-25",183,"2021-07-06T03:59:54Z",1625543994,"2021-07-06T13:00:25Z",1625576425,135253.3,"83",7.076e+08,12.88772,0,66,0.5175753,295.4431,289.15,300.15
"B183_2021-07-06_13-10-15_2021-07-06_17-18-37",183,"2021-07-06T13:10:15Z",1625577015,"2021-07-06T17:18:37Z",1625591917,62937.89,"83",3.101876e+08,15.97692,0,55,0.4252164,293.7051,291.15,296.15
"B183_2021-07-07_03-58-49_2021-07-07_07-47-02",183,"2021-07-07T03:58:49Z",1625630329,"2021-07-07T07:47:02Z",1625644022,61252.11,"83",3.167503e+08,18.54545,0,65,0.4577917,290.148,289.15,292.15
"B183_2021-07-08_04-00-28_2021-07-08_07-15-41",183,"2021-07-08T04:00:28Z",1625716828,"2021-07-08T07:15:41Z",1625728541,48177.79,"83",2.712835e+08,18.2268,1,43,0.4627796,291.1182,289.15,294.15
"B183_2021-07-09_03-49-09_2021-07-09_07-47-54",183,"2021-07-09T03:49:09Z",1625802549,"2021-07-09T07:47:54Z",1625816874,62863.41,"83",3.342705e+08,14.61719,1,54,0.4565126,289.2779,288.15,293.15
"B183_2021-07-09_13-57-46_2021-07-09_18-10-55",183,"2021-07-09T13:57:46Z",1625839066,"2021-07-09T18:10:55Z",1625854255,62812.93,"83",3.124608e+08,15.95312,1,46,0.3921659,297.7491,295.6475,299.15
"B183_2021-07-15_03-53-23_2021-07-15_18-40-24",183,"2021-07-15T03:53:23Z",1626321203,"2021-07-15T18:40:24Z",1626374424,223914.9,"83",1.203979e+09,15.99147,0,75,0.4726053,290.6884,287.15,294.15
"B183_2021-07-16_04-21-54_2021-07-16_07-36-00",183,"2021-07-16T04:21:54Z",1626409314,"2021-07-16T07:36:00Z",1626420960,48290.31,"83",2.661642e+08,18.65979,0,82,0.4238001,289.5523,288.15,295.15
"B183_2021-07-16_13-58-24_2021-07-16_18-10-13",183,"2021-07-16T13:58:24Z",1626443904,"2021-07-16T18:10:13Z",1626459013,62904.82,"83",3.068316e+08,12.78125,1,33,0.3861019,294.9549,294.15,296.808
"B183_2021-07-19_03-53-35_2021-07-19_15-18-18",183,"2021-07-19T03:53:35Z",1626666815,"2021-07-19T15:18:18Z",1626707898,169701.8,"83",8.901005e+08,12.76454,0,66,0.509152,297.6177,291.15,304.15
"B183_2021-07-20_04-24-55_2021-07-20_07-35-02",183,"2021-07-20T04:24:55Z",1626755095,"2021-07-20T07:35:02Z",1626766502,48250.13,"83",2.306818e+08,14.54639,0,53,0.4424965,293.0053,292.15,296.15
"B183_2021-07-20_13-15-46_2021-07-20_18-39-34",183,"2021-07-20T13:15:46Z",1626786946,"2021-07-20T18:39:34Z",1626806374,77344.55,"83",4.360266e+08,13.42657,0,43,0.450615,301.2418,298.15,303.15
"B183_2021-07-21_04-11-16_2021-07-21_18-03-47",183,"2021-07-21T04:11:16Z",1626840676,"2021-07-21T18:03:47Z",1626890627,203182.9,"83",1.037745e+09,13.27751,0,78,0.5033032,298.775,291.15,304.15
"B183_2021-07-22_04-00-11_2021-07-22_17-20-07",183,"2021-07-22T04:00:11Z",1626926411,"2021-07-22T17:20:07Z",1626974407,198060.8,"83",1.041895e+09,14.1253,0,60,0.5280538,298.9734,291.347,305.15
"B183_2021-07-23_13-39-03_2021-07-23_18-23-28",183,"2021-07-23T13:39:03Z",1627047543,"2021-07-23T18:23:28Z",1627064608,71735.14,"33",3.957097e+08,12.85185,0,41,0.753545,303.041,300.15,305.15
"B183_2021-07-24_03-03-42_2021-07-24_22-27-52",183,"2021-07-24T03:03:42Z",1627095822,"2021-07-24T22:27:52Z",1627165672,317247.4,"33",1.482377e+09,9.611835,0,33,0.7347926,295.1986,291.15,301.15
"B183_2021-07-26_03-53-27_2021-07-26_07-18-47",183,"2021-07-26T03:53:27Z",1627271607,"2021-07-26T07:18:47Z",1627283927,48274.1,"83",2.13587e+08,9.618557,0,41,0.4973214,292.4529,291.15,296.15
"B183_2021-07-26_13-32-08_2021-07-26_18-32-49",183,"2021-07-26T13:32:08Z",1627306328,"2021-07-26T18:32:49Z",1627324369,77367.17,"83",3.544981e+08,12.84277,0,48,0.4372021,294.5179,293.15,297.15
"B183_2021-07-27_04-21-59_2021-07-27_07-36-16",183,"2021-07-27T04:21:59Z",1627359719,"2021-07-27T07:36:16Z",1627371376,48235.55,"83",2.247655e+08,12.78351,0,37,0.4513639,292.1241,291.15,296.15
"B183_2021-07-27_13-57-41_2021-07-27_23-08-36",183,"2021-07-27T13:57:41Z",1627394261,"2021-07-27T23:08:36Z",1627427316,160634.3,"46",6.958423e+08,9.751958,0,35,0.9870821,294.7082,292.15,299.15
"B183_2021-07-29_13-16-48_2021-07-29_18-27-17",183,"2021-07-29T13:16:48Z",1627564608,"2021-07-29T18:27:17Z",1627583237,77317.11,"83",4.160922e+08,11.14583,0,34,0.4208266,299.5946,297.15,301.15
"B183_2021-07-30_13-06-56_2021-07-30_18-29-08",183,"2021-07-30T13:06:56Z",1627650416,"2021-07-30T18:29:08Z",1627669748,77386.77,"83",3.827029e+08,10.98113,0,31,0.4261108,296.9148,293.15,301.15
"B183_2021-07-31_03-22-59_2021-07-31_22-52-23",183,"2021-07-31T03:22:59Z",1627701779,"2021-07-31T22:52:23Z",1627771943,283583.8,"72",1.359233e+09,14.71472,1,52,0.8678544,294.1538,288.15,298.15
"B183_2021-08-01_07-34-41_2021-08-01_22-54-17",183,"2021-08-01T07:34:41Z",1627803281,"2021-08-01T22:54:17Z",1627858457,268740.4,"46",1.319679e+09,10.61129,0,40,0.9976621,289.4532,287.15,295.15
"B183_2021-08-02_03-55-38_2021-08-02_07-14-52",183,"2021-08-02T03:55:38Z",1627876538,"2021-08-02T07:14:52Z",1627888492,48241.67,"83",2.314982e+08,13.01031,0,55,0.4880803,288.7957,288.15,292.15
"B183_2021-08-02_13-53-42_2021-08-02_18-13-15",183,"2021-08-02T13:53:42Z",1627912422,"2021-08-02T18:13:15Z",1627927995,62840.11,"83",3.115756e+08,11.28906,0,32,0.3677283,296.8249,295.15,298.15
"B183_2021-08-03_04-17-11_2021-08-03_18-07-07",183,"2021-08-03T04:17:11Z",1627964231,"2021-08-03T18:07:07Z",1628014027,203981.8,"83",9.711264e+08,12.74202,0,50,0.5260758,292.2558,288.15,298.15
"B183_2021-08-04_04-09-10_2021-08-04_18-19-30",183,"2021-08-04T04:09:10Z",1628050150,"2021-08-04T18:19:30Z",1628101170,208818,"83",1.024703e+09,11.07306,0,57,0.4969718,290.4265,288.15,294.15
"B183_2021-08-05_04-10-35_2021-08-05_07-10-42",183,"2021-08-05T04:10:35Z",1628136635,"2021-08-05T07:10:42Z",1628147442,43273.84,"83",1.977383e+08,11.85227,0,49,0.5148038,290.065,289.15,294.15
"B183_2021-08-05_13-07-56_2021-08-05_18-30-28",183,"2021-08-05T13:07:56Z",1628168876,"2021-08-05T18:30:28Z",1628188228,77411.75,"83",3.619967e+08,12.32704,0,47,0.4615305,294.5135,293.15,295.15
"B183_2021-08-06_04-03-02_2021-08-06_07-15-36",183,"2021-08-06T04:03:02Z",1628222582,"2021-08-06T07:15:36Z",1628234136,48287.29,"83",2.296441e+08,12.26804,0,46,0.4961489,289.7745,288.15,294.15
"B183_2021-08-06_13-16-46_2021-08-06_18-38-24",183,"2021-08-06T13:16:46Z",1628255806,"2021-08-06T18:38:24Z",1628275104,77620.98,"83",3.812503e+08,11.50943,1,44,0.4609047,297.1365,294.15,299.15
"B183_2021-08-09_03-54-25_2021-08-09_18-42-58",183,"2021-08-09T03:54:25Z",1628481265,"2021-08-09T18:42:58Z",1628534578,223669.1,"83",1.074987e+09,12.44563,0,58,0.4740218,294.1151,286.15,298.15
"B183_2021-08-10_04-25-33_2021-08-10_07-36-56",183,"2021-08-10T04:25:33Z",1628569533,"2021-08-10T07:36:56Z",1628581016,48288.12,"83",2.115033e+08,11.4433,0,35,0.3663677,289.8878,288.15,295.15
"B183_2021-08-11_03-26-29_2021-08-11_09-27-27",183,"2021-08-11T03:26:29Z",1628652389,"2021-08-11T09:27:27Z",1628674047,87659.79,"72",4.062166e+08,15.46635,3,40,0.862268,293.6465,291.15,298.15
"B183_2021-09-08_16-24-47_2021-09-08_21-24-47",183,"2021-09-08T16:24:47Z",1631118287,"2021-09-08T21:24:47Z",1631136287,75460.21,"72",3.246634e+08,17.72121,0,38,0.8566746,296.4918,293.15,300.15
"B183_2021-09-09_04-18-02_2021-09-09_07-34-54",183,"2021-09-09T04:18:02Z",1631161082,"2021-09-09T07:34:54Z",1631172894,48254.06,"83",2.09547e+08,17.04124,0,59,0.4530602,292.9658,292.15,297.15
"B183_2021-09-10_03-45-40_2021-09-10_07-48-27",183,"2021-09-10T03:45:40Z",1631245540,"2021-09-10T07:48:27Z",1631260107,63305.74,"83",2.770924e+08,17.75781,0,63,0.4245607,292.287,292.15,295.15
"B183_2021-09-10_13-32-03_2021-09-10_18-11-44",183,"2021-09-10T13:32:03Z",1631280723,"2021-09-10T18:11:44Z",1631297504,62884.38,"83",3.035584e+08,17.00781,0,58,0.4199142,295.1157,292.15,298.15
"B183_2021-09-11_05-47-58_2021-09-11_14-29-20",183,"2021-09-11T05:47:58Z",1631339278,"2021-09-11T14:29:20Z",1631370560,125841.9,"83",5.798934e+08,8.966527,0,48,0.5439056,295.5424,291.15,300.15
"B183_2021-09-13_04-17-46_2021-09-13_18-04-04",183,"2021-09-13T04:17:46Z",1631506666,"2021-09-13T18:04:04Z",1631556244,203312.4,"83",9.523938e+08,13.9316,0,46,0.500716,295.9105,288.15,302.15
"B183_2021-09-14_04-09-57_2021-09-14_11-46-59",183,"2021-09-14T04:09:57Z",1631592597,"2021-09-14T11:46:59Z",1631620019,111501.1,"83",5.54938e+08,15.74684,0,74,0.5176677,293.7965,289.15,300.15
"B183_2021-09-14_11-53-59_2021-09-14_18-21-59",183,"2021-09-14T11:53:59Z",1631620439,"2021-09-14T18:21:59Z",1631643719,97492.48,"83",4.582621e+08,16.89055,2,54,0.4729178,299.5359,296.15,301.15
"B183_2021-09-15_04-10-44_2021-09-15_18-04-30",183,"2021-09-15T04:10:44Z",1631679044,"2021-09-15T18:04:30Z",1631729070,203494.4,"83",9.482996e+08,19.41745,0,89,0.5095249,294.2296,292.15,297.15
"B183_2021-09-16_04-09-27_2021-09-16_18-19-37",183,"2021-09-16T04:09:27Z",1631765367,"2021-09-16T18:19:37Z",1631816377,208747.1,"83",9.866106e+08,16.13014,0,93,0.5077533,293.3032,291.15,296.15
"B183_2021-09-17_13-15-30_2021-09-17_18-27-42",183,"2021-09-17T13:15:30Z",1631884530,"2021-09-17T18:27:42Z",1631903262,77393.19,"83",3.434697e+08,13.81132,0,41,0.3712699,294.6073,292.15,296.15
"B183_2021-09-20_04-03-53_2021-09-20_18-40-35",183,"2021-09-20T04:03:53Z",1632110633,"2021-09-20T18:40:35Z",1632163235,221706.9,"83",1.235812e+09,16.41342,0,80,0.4737563,288.621,286.15,293.15
"B183_2021-09-21_04-23-43_2021-09-21_07-35-30",183,"2021-09-21T04:23:43Z",1632198223,"2021-09-21T07:35:30Z",1632209730,48308.17,"83",2.45396e+08,20.09278,0,80,0.3841675,286.2632,285.15,294.71
"B183_2021-09-21_13-43-27_2021-09-21_18-10-31",183,"2021-09-21T13:43:27Z",1632231807,"2021-09-21T18:10:31Z",1632247831,63403.26,"83",2.87169e+08,20.03906,1,85,0.3643058,292.6817,291.15,295.15
"B183_2021-09-22_03-58-33_2021-09-22_17-21-58",183,"2021-09-22T03:58:33Z",1632283113,"2021-09-22T17:21:58Z",1632331318,195190.4,"83",9.905739e+08,19.6056,0,85,0.4930299,288.9881,283.15,293.15
"B183_2021-09-23_03-54-23_2021-09-23_18-41-20",183,"2021-09-23T03:54:23Z",1632369263,"2021-09-23T18:41:20Z",1632422480,223210.2,"83",1.105765e+09,15.51542,0,79,0.476756,290.1278,283.15,296.15
"B183_2021-09-24_04-21-56_2021-09-24_07-33-19",183,"2021-09-24T04:21:56Z",1632457316,"2021-09-24T07:33:19Z",1632468799,48310.35,"83",2.635974e+08,14.13402,0,42,0.4351271,287.5552,286.15,294.15
"B183_2021-09-24_13-29-55_2021-09-24_18-01-10",183,"2021-09-24T13:29:55Z",1632490195,"2021-09-24T18:01:10Z",1632506470,63404.11,"83",2.935544e+08,19.85156,2,61,0.4341362,295.9549,292.15,298.15
"B183_2021-09-27_03-34-27_2021-09-27_07-47-51",183,"2021-09-27T03:34:27Z",1632713667,"2021-09-27T07:47:51Z",1632728871,62798.51,"83",3.026109e+08,16.63281,1,69,0.4770799,289.344,288.15,294.15
"B183_2021-09-27_13-58-20_2021-09-27_18-09-18",183,"2021-09-27T13:58:20Z",1632751100,"2021-09-27T18:09:18Z",1632766158,62864.88,"83",2.850183e+08,17.77344,1,43,0.3494256,295.0622,293.15,296.15
"B183_2021-09-28_03-56-43_2021-09-28_07-19-03",183,"2021-09-28T03:56:43Z",1632801403,"2021-09-28T07:19:03Z",1632813543,48295.76,"83",2.357311e+08,26.26804,0,79,0.4874392,288.6052,287.15,294.15
"B183_2021-09-30_13-15-06_2021-09-30_18-26-50",183,"2021-09-30T13:15:06Z",1633007706,"2021-09-30T18:26:50Z",1633026410,77423.95,"83",3.631773e+08,17.93711,2,68,0.4259289,290.8378,287.15,294.15
"B183_2021-10-01_13-16-30_2021-10-01_18-27-49",183,"2021-10-01T13:16:30Z",1633094190,"2021-10-01T18:27:49Z",1633112869,77378.62,"83",3.350223e+08,16.90566,0,42,0.3445396,293.9808,291.15,296.15
"B183_2021-10-04_04-11-32_2021-10-04_18-19-08",183,"2021-10-04T04:11:32Z",1633320692,"2021-10-04T18:19:08Z",1633371548,211014.6,"83",1.124471e+09,19.11557,0,100,0.4990267,286.7469,285.15,294.15
"B183_2021-10-05_03-47-48_2021-10-05_07-51-50",183,"2021-10-05T03:47:48Z",1633405668,"2021-10-05T07:51:50Z",1633420310,63289.34,"83",3.674998e+08,20.86719,0,69,0.4301031,286.2059,285.15,292.15
"B183_2021-10-05_13-53-20_2021-10-05_18-14-53",183,"2021-10-05T13:53:20Z",1633442000,"2021-10-05T18:14:53Z",1633457693,62998.59,"83",2.808762e+08,21.36719,3,60,0.4443099,289.1485,287.15,294.15
"B183_2021-10-06_04-04-05_2021-10-06_07-19-16",183,"2021-10-06T04:04:05Z",1633493045,"2021-10-06T07:19:16Z",1633504756,48323.66,"83",3.045048e+08,25.2165,0,82,0.4655908,285.3963,283.15,292.15
"B183_2021-10-06_14-00-01_2021-10-06_18-17-11",183,"2021-10-06T14:00:01Z",1633528801,"2021-10-06T18:17:11Z",1633544231,63340.59,"83",3.706769e+08,22.58407,2,59,0.3608969,285.9823,285.15,295.15
"B183_2021-10-07_04-02-36_2021-10-07_07-15-09",183,"2021-10-07T04:02:36Z",1633579356,"2021-10-07T07:15:09Z",1633590909,48335.07,"83",2.712559e+08,21.80412,0,78,0.4921239,283.6388,282.15,293.15
"B183_2021-10-07_13-53-14_2021-10-07_18-18-24",183,"2021-10-07T13:53:14Z",1633614794,"2021-10-07T18:18:24Z",1633630704,63361.69,"83",3.896159e+08,21.92969,3,68,0.401986,287.7099,286.15,293.15
